2023-07-03 03:47:12,423 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-07-03 03:47:12,472 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-07-03 03:47:12,475 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-07-03 03:47:12,476 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-07-03 03:47:12,479 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-07-03 03:47:12,480 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-07-03 03:47:12,481 INFO  SwAddin.cs: 201 - Setting up command manager
2023-07-03 03:47:12,482 INFO  SwAddin.cs: 204 - Adding command manager
2023-07-03 03:47:12,488 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-07-03 03:47:12,490 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-07-03 03:47:12,490 INFO  SwAddin.cs: 210 - Adding event handlers
2023-07-03 03:47:12,495 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-07-03 03:48:15,380 INFO  SwAddin.cs: 294 - Assembly export called for file Assem2.SLDASM
2023-07-03 03:48:21,407 INFO  SwAddin.cs: 313 - Saving assembly
2023-07-03 03:48:21,673 INFO  SwAddin.cs: 316 - Opening property manager
2023-07-03 03:48:21,720 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem2.SLDASM
2023-07-03 03:48:21,735 INFO  ExportHelperExtension.cs: 1136 - Found 61 in Assem2.SLDASM
2023-07-03 03:48:21,735 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem2.SLDASM
2023-07-03 03:48:21,735 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-03 03:48:21,735 INFO  ExportHelperExtension.cs: 1160 - 17 components to check
2023-07-03 03:48:21,735 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SG90 - Micro Servo 9g - Tower Pro.1-7
2023-07-03 03:48:21,782 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-7
2023-07-03 03:48:21,782 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SG90 - Micro Servo 9g - Tower Pro.1-7
2023-07-03 03:48:21,782 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg-3
2023-07-03 03:48:21,782 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg-3
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg-3
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SG90 - Micro Servo 9g - Tower Pro.1-1
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-1
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SG90 - Micro Servo 9g - Tower Pro.1-1
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from thigh-1
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1136 - Found 40 in thigh-1
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in thigh-1
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from frame-1
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1136 - Found 41 in frame-1
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in frame-1
2023-07-03 03:48:21,798 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg-1
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg-1
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg-1
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from thigh-3
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1136 - Found 40 in thigh-3
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in thigh-3
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SG90 - Micro Servo 9g - Tower Pro.1-5
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-5
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SG90 - Micro Servo 9g - Tower Pro.1-5
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg-2
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg-2
2023-07-03 03:48:21,813 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg-2
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from leg-4
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg-4
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg-4
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SG90 - Micro Servo 9g - Tower Pro.1-3
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-3
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SG90 - Micro Servo 9g - Tower Pro.1-3
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SG90 - Micro Servo 9g - Tower Pro.1-4
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-4
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SG90 - Micro Servo 9g - Tower Pro.1-4
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SG90 - Micro Servo 9g - Tower Pro.1-2
2023-07-03 03:48:21,829 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-2
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SG90 - Micro Servo 9g - Tower Pro.1-2
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SG90 - Micro Servo 9g - Tower Pro.1-6
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-6
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SG90 - Micro Servo 9g - Tower Pro.1-6
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from thigh-2
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1136 - Found 40 in thigh-2
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in thigh-2
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from SG90 - Micro Servo 9g - Tower Pro.1-8
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-8
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in SG90 - Micro Servo 9g - Tower Pro.1-8
2023-07-03 03:48:21,845 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from thigh-4
2023-07-03 03:48:21,860 INFO  ExportHelperExtension.cs: 1136 - Found 40 in thigh-4
2023-07-03 03:48:21,860 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in thigh-4
2023-07-03 03:48:21,860 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem2.SLDASM
2023-07-03 03:48:21,860 INFO  ExportHelperExtension.cs: 1136 - Found 61 in Assem2.SLDASM
2023-07-03 03:48:21,860 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem2.SLDASM
2023-07-03 03:48:21,860 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-07-03 03:48:21,860 INFO  ExportHelperExtension.cs: 1160 - 17 components to check
2023-07-03 03:48:21,860 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SG90 - Micro Servo 9g - Tower Pro.1-7
2023-07-03 03:48:21,876 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-7
2023-07-03 03:48:21,876 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SG90 - Micro Servo 9g - Tower Pro.1-7
2023-07-03 03:48:21,878 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg-3
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg-3
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg-3
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SG90 - Micro Servo 9g - Tower Pro.1-1
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-1
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SG90 - Micro Servo 9g - Tower Pro.1-1
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from thigh-1
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1136 - Found 40 in thigh-1
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in thigh-1
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from frame-1
2023-07-03 03:48:22,017 INFO  ExportHelperExtension.cs: 1136 - Found 41 in frame-1
2023-07-03 03:48:22,033 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in frame-1
2023-07-03 03:48:22,033 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg-1
2023-07-03 03:48:22,033 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg-1
2023-07-03 03:48:22,037 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg-1
2023-07-03 03:48:22,037 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from thigh-3
2023-07-03 03:48:22,037 INFO  ExportHelperExtension.cs: 1136 - Found 40 in thigh-3
2023-07-03 03:48:22,037 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in thigh-3
2023-07-03 03:48:22,037 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SG90 - Micro Servo 9g - Tower Pro.1-5
2023-07-03 03:48:22,037 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-5
2023-07-03 03:48:22,037 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SG90 - Micro Servo 9g - Tower Pro.1-5
2023-07-03 03:48:22,037 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg-2
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg-2
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg-2
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg-4
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1136 - Found 31 in leg-4
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg-4
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SG90 - Micro Servo 9g - Tower Pro.1-3
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-3
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SG90 - Micro Servo 9g - Tower Pro.1-3
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SG90 - Micro Servo 9g - Tower Pro.1-4
2023-07-03 03:48:22,049 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-4
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SG90 - Micro Servo 9g - Tower Pro.1-4
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SG90 - Micro Servo 9g - Tower Pro.1-2
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-2
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SG90 - Micro Servo 9g - Tower Pro.1-2
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SG90 - Micro Servo 9g - Tower Pro.1-6
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-6
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SG90 - Micro Servo 9g - Tower Pro.1-6
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from thigh-2
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1136 - Found 40 in thigh-2
2023-07-03 03:48:22,064 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in thigh-2
2023-07-03 03:48:22,080 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from SG90 - Micro Servo 9g - Tower Pro.1-8
2023-07-03 03:48:22,080 INFO  ExportHelperExtension.cs: 1136 - Found 100 in SG90 - Micro Servo 9g - Tower Pro.1-8
2023-07-03 03:48:22,080 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in SG90 - Micro Servo 9g - Tower Pro.1-8
2023-07-03 03:48:22,080 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from thigh-4
2023-07-03 03:48:22,095 INFO  ExportHelperExtension.cs: 1136 - Found 40 in thigh-4
2023-07-03 03:48:22,095 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in thigh-4
2023-07-03 03:48:22,844 INFO  SwAddin.cs: 339 - Loading config tree
2023-07-03 03:48:22,854 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-07-03 03:48:22,864 INFO  SwAddin.cs: 344 - Showing property manager
2023-07-03 03:48:44,546 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-03 03:49:28,542 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-03 03:49:28,947 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-03 03:49:29,841 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-03 03:49:30,396 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-03 03:49:35,793 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2023-07-03 03:49:35,988 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-03 03:49:40,761 INFO  SwAddin.cs: 294 - Assembly export called for file Assem2.SLDASM
2023-07-03 03:49:42,859 INFO  SwAddin.cs: 313 - Saving assembly
2023-07-03 03:49:43,218 INFO  SwAddin.cs: 316 - Opening property manager
2023-07-03 03:49:43,218 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem2.SLDASM
